Name,Powerstate,CPU,RAM,NICs,Disks,SpaceGB,OS
dca-tst1562,poweredOn,2,4,1,2,129,Microsoft Windows Server 2012 (64-bit)
dca-tst1700,poweredOff,1,4,2,1,113,
dca-tst1701,poweredOff,1,4,1,1,115,
dca-tst5001,poweredOn,1,4,1,1,54,Microsoft Windows Server 2012 (64-bit)
dca-tst5003,poweredOn,1,4,1,1,54,Microsoft Windows Server 2012 (64-bit)
dca-tst5053,poweredOn,1,4,1,1,54,Microsoft Windows Server 2012 (64-bit)
dca-tst5054,poweredOn,1,4,1,1,54,Microsoft Windows Server 2012 (64-bit)
dca-tst5062,poweredOn,1,4,1,2,64,Microsoft Windows Server 2012 (64-bit)
dca-tst5063,poweredOn,1,4,1,2,64,Microsoft Windows Server 2012 (64-bit)
dca-tst5069,poweredOn,1,4,1,2,64,Microsoft Windows Server 2012 (64-bit)
dca-tst5084,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-tst5085,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-tst5086,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-tst5087,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-tst5088,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-tst5090,poweredOn,2,8,1,2,258,Microsoft Windows Server 2012 (64-bit)
dca-tst510,poweredOn,1,4,2,2,124,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst511,poweredOn,1,4,2,2,104,Microsoft Windows 7 (64-bit)
dca-tst512,poweredOn,1,4,2,2,104,Microsoft Windows 7 (64-bit)
dca-tst513,poweredOn,1,4,2,2,104,Microsoft Windows 7 (64-bit)
dca-tst631,poweredOff,2,1,2,2,142,
dca-tst665,poweredOn,2,1,2,2,62,Microsoft Windows Server 2003 (32-bit)
dca-tst667,poweredOn,2,2,2,2,82,Microsoft Windows Server 2003 (32-bit)
dca-tst669,poweredOff,2,2,2,2,103,
dca-tst680,poweredOn,1,4,2,2,74,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst715,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-tst715(Do not power on),poweredOff,2,8,2,2,158,
dca-tst723,poweredOff,1,4,2,2,95,Microsoft Windows Server 2003 (32-bit)
dca-tst730,poweredOn,1,8,2,2,184,Microsoft Windows Server 2003 (64-bit)
dca-tst736,poweredOn,1,4,2,2,104,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst740,poweredOn,1,4,2,2,84,Microsoft Windows Server 2008 (32-bit)
dca-tst753,poweredOn,2,4,2,2,64,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst754,poweredOn,1,4,2,2,64,Microsoft Windows Server 2008 (32-bit)
dca-tst795,poweredOn,2,4,2,2,104,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst813,poweredOn,2,4,2,2,64,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst836,poweredOff,2,4,2,2,84,Microsoft Windows Server 2003 Standard (32-bit)
dca-tst837,poweredOff,2,4,2,2,84,Microsoft Windows Server 2003 Standard (32-bit)
dca-tst841,poweredOn,2,8,1,2,158,Microsoft Windows Server 2012 (64-bit)
dca-tst841(Do not power on),poweredOff,2,8,2,2,158,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst875,poweredOn,2,8,2,2,483,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst904,poweredOn,1,4,2,2,249,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst933,poweredOn,4,12,2,2,192,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst934,poweredOn,4,12,2,2,162,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst938,poweredOn,2,4,2,2,104,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst948,poweredOn,4,8,2,2,78,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst979,poweredOn,2,12,2,2,162,Microsoft Windows Server 2008 R2 (64-bit)
dca-tst-w1234,poweredOff,1,4,1,1,54,Microsoft Windows Server 2012 (64-bit)
dca-tst-w1235,poweredOn,1,4,1,1,54,Microsoft Windows Server 2016 (64-bit)
DDC-avproxy01,poweredOn,4,4,1,2,25,
DDC-avproxy02,poweredOn,4,4,1,2,25,
DDC-avproxy03,poweredOn,4,4,1,3,95,
DDC-avproxy04,poweredOn,4,4,1,2,25,
DDC-avproxy05,poweredOn,4,4,1,2,25,
DDC-avproxy06,poweredOn,4,4,1,2,25,
DDC-avproxy07,poweredOn,4,4,1,2,25,
DDC-avproxy08,poweredOn,4,4,1,2,25,
DDC-avproxy09,poweredOn,4,4,1,2,25,
DDC-avproxy10,poweredOn,4,4,1,2,25,
DDC-avproxy11,poweredOn,4,4,1,2,25,
DDC-avproxy12,poweredOn,4,4,1,2,25,
DDC-avproxy13,poweredOn,4,4,1,2,25,
DDC-avproxy14,poweredOn,4,4,1,2,25,
DDC-avproxy15,poweredOn,4,4,1,2,25,
DDC-avproxy16,poweredOn,4,4,1,2,25,
DDC-avproxy18,poweredOn,4,4,1,2,25,
DDC-avproxy19,poweredOn,4,4,1,2,25,
DDC-OpenManage_Integration.i686-2.0.0,poweredOn,2,4,1,1,39,
ddc-pci-vcenter,poweredOn,4,16,1,13,336,Other 3.x or later Linux (64-bit)
ddvaes01,poweredOn,1,4,3,1,30,Red Hat Enterprise Linux 7 (64-bit)
dell-omi-ddc,poweredOn,2,8,1,1,43,CentOS 4/5/6/7 (64-bit)
dpa-app,poweredOn,4,16,1,3,101,Red Hat Enterprise Linux 7 (64-bit)
dpac1,poweredOn,4,24,1,1,74,Microsoft Windows Server 2012 (64-bit)
dpa-db,poweredOn,4,16,1,3,101,Red Hat Enterprise Linux 7 (64-bit)
dpdmzpcitest01,poweredOn,8,8,4,2,40,
DTEHIS1,poweredOff,2,4,2,4,308,Microsoft Windows 2000 Server
ec-dca-acc003,poweredOn,1,1,2,5,33,Microsoft Windows Server 2003 (32-bit)
ec-dca-acc005,poweredOn,1,1,2,4,64,Microsoft Windows Server 2003 (32-bit)
ec-dca-dev016,poweredOff,1,1,2,2,16,Microsoft Windows Server 2003 (32-bit)
ec-dca-dev017,poweredOff,1,1,2,2,16,Microsoft Windows Server 2003 (32-bit)
ec-dca-pro013,poweredOn,1,1,2,6,79,
ec-dca-pro014,poweredOn,1,1,2,4,9,Microsoft Windows NT
ec-dca-pro035,poweredOn,1,4,1,2,254,Microsoft Windows Server 2012 (64-bit)
ec-dca-pro035-old,poweredOff,2,2,3,2,257,
ec-dca-pro066,poweredOn,2,1,2,2,35,Microsoft Windows 2000
em-spe-focus-1,poweredOn,1,1,2,2,9,Microsoft Windows NT
FrontEnd,poweredOff,4,16,1,2,348,SUSE Linux Enterprise 11 (64-bit)
GO729-A20 - Dennis Desktop,poweredOn,4,32,1,2,672,Microsoft Windows 7 (64-bit)
jeos-sles11sp3,poweredOn,4,32,1,2,112,SUSE Linux Enterprise 11 (64-bit)
lnx1000,poweredOn,4,8,1,4,133,
lnx1005,poweredOn,2,16,2,4,261,Red Hat Enterprise Linux 6 (64-bit)
lnx1006,poweredOn,2,16,2,4,261,Red Hat Enterprise Linux 6 (64-bit)
lnx1007,poweredOn,2,16,2,4,261,Red Hat Enterprise Linux 6 (64-bit)
lnx1008,poweredOn,2,16,2,4,261,Red Hat Enterprise Linux 6 (64-bit)
lnx1009,poweredOn,2,16,2,4,261,
lnx1010,poweredOn,2,16,2,4,261,
lnx1011,poweredOn,2,16,2,3,211,Red Hat Enterprise Linux 6 (64-bit)
lnx1012,poweredOn,2,16,2,3,211,Red Hat Enterprise Linux 6 (64-bit)
lnx1049,poweredOn,4,40,2,3,285,Red Hat Enterprise Linux 6 (64-bit)
lnx1072,poweredOn,2,8,2,3,303,Red Hat Enterprise Linux 6 (64-bit)
lnx1110,poweredOn,2,8,2,3,153,Red Hat Enterprise Linux 6 (64-bit)
lnx1115,poweredOn,2,16,2,4,253,Red Hat Enterprise Linux 6 (64-bit)
lnx1116,poweredOn,2,16,2,3,243,Red Hat Enterprise Linux 6 (64-bit)
lnx1119,poweredOn,2,8,2,3,155,Red Hat Enterprise Linux 6 (64-bit)
lnx1120,poweredOn,2,8,2,3,155,
lnx1122,poweredOn,8,42,2,17,"1,057",Red Hat Enterprise Linux 6 (64-bit)
lnx1131,poweredOn,2,8,2,3,138,Red Hat Enterprise Linux 6 (64-bit)
lnx1132,poweredOn,4,8,2,3,138,
lnx1133,poweredOn,1,10,2,3,63,Red Hat Enterprise Linux 6 (64-bit)
lnx1134,poweredOn,1,10,2,4,93,Red Hat Enterprise Linux 6 (64-bit)
lnx1136,poweredOff,2,12,2,3,65,
lnx1137,poweredOn,2,12,2,3,65,Red Hat Enterprise Linux 6 (64-bit)
lnx1138,poweredOn,2,12,2,3,65,Red Hat Enterprise Linux 6 (64-bit)
lnx1142,poweredOn,1,4,2,3,249,Red Hat Enterprise Linux 6 (64-bit)
lnx1144,poweredOn,2,4,2,3,549,
lnx1147,poweredOn,4,18,2,17,"1,515",Red Hat Enterprise Linux 6 (64-bit)
lnx1148,poweredOn,4,16,2,2,61,Red Hat Enterprise Linux 6 (64-bit)
lnx1149,poweredOn,2,8,2,2,53,Red Hat Enterprise Linux 6 (64-bit)
lnx1150,poweredOn,2,32,2,2,77,Red Hat Enterprise Linux 6 (64-bit)
lnx1151,poweredOn,2,16,2,7,261,Red Hat Enterprise Linux 6 (64-bit)
lnx1152,poweredOn,2,12,2,8,257,Red Hat Enterprise Linux 6 (64-bit)
lnx1153,poweredOn,1,4,2,3,69,Red Hat Enterprise Linux 6 (64-bit)
lnx1154,poweredOn,1,4,2,3,69,Red Hat Enterprise Linux 6 (64-bit)
lnx1157,poweredOn,2,16,2,3,236,
lnx1158,poweredOn,2,16,2,3,161,
lnx1161,poweredOn,6,22,2,17,967,
lnx1162,poweredOn,4,14,2,3,209,
lnx1164,poweredOn,4,12,2,15,439,
lnx1166,poweredOn,4,12,2,13,"1,187",Red Hat Enterprise Linux 6 (64-bit)
lnx1169,poweredOn,2,16,2,3,221,Red Hat Enterprise Linux 6 (64-bit)
lnx1170,poweredOn,2,16,2,4,461,Red Hat Enterprise Linux 6 (64-bit)
lnx1171,poweredOn,2,16,2,3,161,Red Hat Enterprise Linux 6 (64-bit)
lnx1172,poweredOn,2,16,2,3,161,Red Hat Enterprise Linux 6 (64-bit)
lnx1173,poweredOn,2,8,2,6,175,Red Hat Enterprise Linux 6 (64-bit)
lnx1174,poweredOn,2,8,2,6,175,
lnx1175,poweredOn,2,8,1,2,53,
lnx1177,poweredOn,6,16,2,4,561,Red Hat Enterprise Linux 6 (64-bit)
lnx1179,poweredOn,2,16,2,3,161,
lnx1184,poweredOn,2,32,2,13,922,Red Hat Enterprise Linux 6 (64-bit)
lnx1186,poweredOn,4,64,2,14,"1,054",Red Hat Enterprise Linux 6 (64-bit)
lnx1188,poweredOn,2,8,2,3,168,Red Hat Enterprise Linux 6 (64-bit)
lnx1189,poweredOn,2,8,2,3,168,Red Hat Enterprise Linux 6 (64-bit)
lnx1190,poweredOn,4,16,2,3,176,Red Hat Enterprise Linux 6 (64-bit)
lnx1191,poweredOn,4,16,2,3,176,Red Hat Enterprise Linux 6 (64-bit)
lnx1192,poweredOn,4,16,2,4,381,Red Hat Enterprise Linux 6 (64-bit)
lnx1193,poweredOn,2,16,2,5,471,Red Hat Enterprise Linux 6 (64-bit)
lnx1194,poweredOn,2,16,2,4,171,Red Hat Enterprise Linux 6 (64-bit)
lnx1195,poweredOn,2,16,2,4,171,Red Hat Enterprise Linux 6 (64-bit)
lnx1197,poweredOn,2,4,2,2,49,Red Hat Enterprise Linux 6 (64-bit)
lnx1198,poweredOn,4,4,2,3,59,
lnx1199,poweredOn,4,4,2,3,59,
lnx1200,poweredOn,4,4,2,4,559,
lnx1201,poweredOn,4,4,2,4,559,
lnx1206,poweredOn,4,24,1,3,169,Red Hat Enterprise Linux 7 (64-bit)
lnx1207,poweredOn,4,32,1,3,197,Red Hat Enterprise Linux 7 (64-bit)
lnx1208,poweredOn,4,64,1,3,229,Red Hat Enterprise Linux 7 (64-bit)
lnx1209,poweredOn,4,24,1,3,169,Red Hat Enterprise Linux 7 (64-bit)
lnx1210,poweredOn,8,64,1,3,759,Red Hat Enterprise Linux 7 (64-bit)
lnx1211,poweredOn,4,32,1,4,227,Red Hat Enterprise Linux 7 (64-bit)
lnx1212,poweredOn,4,64,1,3,209,Red Hat Enterprise Linux 7 (64-bit)
lnx1214,poweredOn,4,16,2,4,596,Red Hat Enterprise Linux 6 (64-bit)
lnx1215,poweredOn,4,16,2,4,596,Red Hat Enterprise Linux 6 (64-bit)
lnx1216,poweredOn,4,16,2,4,596,
lnx1217,poweredOn,4,16,2,4,596,
lnx1220,poweredOn,1,8,2,7,315,
lnx1221,poweredOn,2,16,2,3,71,Red Hat Enterprise Linux 6 (64-bit)
lnx1222,poweredOn,2,16,2,3,71,
lnx1223,poweredOn,6,24,2,3,569,Red Hat Enterprise Linux 6 (64-bit)
lnx1224,poweredOn,2,4,2,2,49,Red Hat Enterprise Linux 6 (64-bit)
lnx1226,poweredOn,2,16,2,3,161,Red Hat Enterprise Linux 6 (64-bit)
lnx1227,poweredOn,2,8,2,19,"1,399",Red Hat Enterprise Linux 6 (64-bit)
lnx1228,poweredOn,2,8,2,3,103,Red Hat Enterprise Linux 6 (64-bit)
lnx1230,poweredOn,2,24,2,3,169,Red Hat Enterprise Linux 6 (64-bit)
lnx1231,poweredOn,1,12,2,3,157,Red Hat Enterprise Linux 6 (64-bit)
lnx1232,poweredOn,4,16,2,3,111,Red Hat Enterprise Linux 6 (64-bit)
lnx1233,poweredOn,4,16,2,19,"1,407",Red Hat Enterprise Linux 6 (64-bit)
lnx1248,poweredOn,2,16,2,14,397,Red Hat Enterprise Linux 6 (64-bit)
lnx1249,poweredOn,4,24,2,3,179,Red Hat Enterprise Linux 6 (64-bit)
lnx1250,poweredOn,2,24,2,3,179,Red Hat Enterprise Linux 6 (64-bit)
lnx1251,poweredOn,4,32,2,5,187,
lnx1252,poweredOn,8,32,2,5,197,
lnx1253,poweredOn,4,16,2,15,711,
lnx1254,poweredOn,2,16,2,2,61,
lnx1257,poweredOn,2,8,2,2,53,Red Hat Enterprise Linux 6 (64-bit)
lnx1259,poweredOn,4,12,2,3,157,Red Hat Enterprise Linux 6 (64-bit)
lnx1261,poweredOn,4,12,2,3,157,Red Hat Enterprise Linux 6 (64-bit)
lnx1263,poweredOn,2,6,2,3,151,Red Hat Enterprise Linux 6 (64-bit)
lnx1265,poweredOn,4,16,2,3,161,Red Hat Enterprise Linux 6 (64-bit)
lnx1267,poweredOn,6,16,2,3,161,Red Hat Enterprise Linux 6 (64-bit)
lnx1269,poweredOn,4,10,2,3,155,Red Hat Enterprise Linux 6 (64-bit)
lnx1273,poweredOn,4,32,1,4,327,
lnx1274,poweredOn,4,32,1,4,327,
lnx1275,poweredOn,1,12,1,3,157,Red Hat Enterprise Linux 6 (64-bit)
lnx1279,poweredOn,4,32,1,5,348,Red Hat Enterprise Linux 6 (64-bit)
lnx1280,poweredOn,4,32,1,5,348,Red Hat Enterprise Linux 6 (64-bit)
lnx1281,poweredOn,4,32,1,5,362,Red Hat Enterprise Linux 6 (64-bit)
lnx1282,poweredOn,1,12,1,5,302,Red Hat Enterprise Linux 6 (64-bit)
lnx1289,poweredOn,4,32,1,5,338,
lnx1290,poweredOn,4,32,1,5,352,
lnx1291,poweredOn,4,32,1,5,348,
lnx1292,poweredOn,4,32,1,5,348,
lnx1293,poweredOn,1,12,1,4,178,Red Hat Enterprise Linux 6 (64-bit)
lnx1294,poweredOn,4,32,1,4,337,
lnx1295,poweredOn,2,8,2,7,573,Red Hat Enterprise Linux 6 (64-bit)
lnx1296,poweredOn,2,8,1,3,83,
lnx1297,poweredOn,2,8,1,3,78,
lnx1332,poweredOn,2,8,1,2,53,
lnx1340,poweredOn,4,16,2,3,311,
lnx1341,poweredOn,4,16,2,4,336,
lnx1342,poweredOn,4,16,2,4,336,
lnx1346,poweredOn,4,16,2,3,311,Red Hat Enterprise Linux 6 (64-bit)
lnx1349,poweredOn,4,16,2,3,311,Red Hat Enterprise Linux 6 (64-bit)
lnx1351,poweredOn,4,16,2,3,311,Red Hat Enterprise Linux 6 (64-bit)
lnx1353,poweredOn,4,16,2,3,311,Red Hat Enterprise Linux 6 (64-bit)
lnx1356,poweredOn,4,16,2,3,311,Red Hat Enterprise Linux 6 (64-bit)
lnx1363,poweredOn,2,16,2,3,131,Red Hat Enterprise Linux 6 (64-bit)
lnx1364,poweredOn,2,16,2,3,131,Red Hat Enterprise Linux 6 (64-bit)
lnx1365,poweredOn,2,16,2,3,131,Red Hat Enterprise Linux 6 (64-bit)
lnx1366,poweredOn,2,8,2,7,573,
lnx1368,poweredOn,2,8,2,7,529,Red Hat Enterprise Linux 6 (64-bit)
lnx1369,poweredOn,2,8,2,3,128,Red Hat Enterprise Linux 6 (64-bit)
lnx1371,poweredOn,8,16,2,3,442,
lnx1371-10-19-18-backup,poweredOff,8,16,2,3,261,
lnx1372,poweredOn,4,16,2,3,196,Red Hat Enterprise Linux 6 (64-bit)
lnx1374,poweredOn,2,4,2,2,49,Red Hat Enterprise Linux 6 (64-bit)
lnx1375,poweredOn,4,8,2,2,53,Red Hat Enterprise Linux 7 (64-bit)
lnx1376,poweredOn,12,32,2,5,"1,057",Red Hat Enterprise Linux 7 (64-bit)
lnx1378,poweredOn,2,4,2,3,129,Red Hat Enterprise Linux 7 (64-bit)
lnx1379,poweredOn,6,16,2,7,616,Red Hat Enterprise Linux 6 (64-bit)
lnx1380,poweredOn,4,16,2,7,931,Red Hat Enterprise Linux 6 (64-bit)
lnx1381,poweredOn,6,32,2,8,677,Red Hat Enterprise Linux 6 (64-bit)
lnx1382,poweredOn,4,16,2,11,"2,561",Red Hat Enterprise Linux 6 (64-bit)
lnx1383,poweredOn,4,8,2,3,153,Red Hat Enterprise Linux 7 (64-bit)
lnx1384,poweredOn,4,8,2,3,153,Red Hat Enterprise Linux 7 (64-bit)
lnx1385,poweredOn,1,16,2,10,411,Red Hat Enterprise Linux 6 (64-bit)
lnx1387,poweredOn,6,64,1,5,359,Red Hat Enterprise Linux 7 (64-bit)
lnx1388,poweredOn,8,64,1,11,959,Red Hat Enterprise Linux 7 (64-bit)
lnx1389,poweredOn,8,64,1,11,959,Red Hat Enterprise Linux 7 (64-bit)
lnx1390,poweredOn,1,4,1,3,99,Red Hat Enterprise Linux 7 (64-bit)
lnx1391,poweredOn,1,4,2,10,259,Red Hat Enterprise Linux 6 (64-bit)
lnx1392,poweredOn,8,64,1,11,959,Red Hat Enterprise Linux 7 (64-bit)
lnx1397,poweredOn,2,4,1,2,79,
lnx1398,poweredOn,2,8,1,3,153,Red Hat Enterprise Linux 4 (32-bit)
lnx1399,poweredOn,4,16,1,3,317,Red Hat Enterprise Linux 7 (64-bit)
lnx1400,poweredOn,1,16,1,3,91,Red Hat Enterprise Linux 7 (64-bit)
lnx1401,poweredOn,1,16,1,3,91,Red Hat Enterprise Linux 7 (64-bit)
lnx1402,poweredOn,1,16,1,3,91,Red Hat Enterprise Linux 7 (64-bit)
lnx1403,poweredOn,4,32,1,3,193,Red Hat Enterprise Linux 6 (64-bit)
lnx1404,poweredOn,4,32,1,3,193,Red Hat Enterprise Linux 6 (64-bit)
lnx1405,poweredOn,2,4,1,2,49,Red Hat Enterprise Linux 7 (64-bit)
lnx1408,poweredOn,1,4,1,2,49,Red Hat Enterprise Linux 7 (64-bit)
lnx1409,poweredOn,6,64,1,9,"1,059",Red Hat Enterprise Linux 7 (64-bit)
lnx1410,poweredOn,2,4,1,2,49,Red Hat Enterprise Linux 7 (64-bit)
lnx1410_old,poweredOff,2,16,1,3,161,
lnx3001,poweredOn,2,4,1,2,49,Red Hat Enterprise Linux 7 (64-bit)
lnx402,poweredOn,2,8,2,2,113,Red Hat Enterprise Linux 5 (32-bit)
lnx405,poweredOn,1,4,2,2,114,
lnx408,poweredOn,2,8,2,2,163,Red Hat Enterprise Linux 5 (32-bit)
lnx411,poweredOn,4,8,2,2,62,Red Hat Linux 6/7/8/9
lnx420,poweredOn,2,4,2,3,89,Red Hat Enterprise Linux 5 (64-bit)
lnx441,poweredOn,2,8,2,2,78,Red Hat Enterprise Linux 3 (32-bit)
lnx442,poweredOn,2,10,2,4,210,Red Hat Enterprise Linux 5 (32-bit)
lnx451,poweredOn,4,8,2,2,153,Red Hat Enterprise Linux 3 (32-bit)
lnx507_retire_pending,poweredOff,1,2,2,2,82,Other Linux (32-bit)
lnx537,poweredOn,4,8,2,2,133,Red Hat Enterprise Linux 4 (32-bit)
lnx548_retire_pending,poweredOff,2,4,2,2,56,Other Linux (32-bit)
lnx549_retire_pending,poweredOff,1,4,2,2,56,Other Linux (32-bit)
lnx550_retire_pending,poweredOff,2,4,2,2,126,Other Linux (32-bit)
lnx551_retire_pending,poweredOff,2,4,2,2,131,Other Linux (32-bit)
lnx553,poweredOn,4,4,2,2,132,Red Hat Enterprise Linux 4 (32-bit)
lnx554,poweredOn,4,4,2,3,63,Red Hat Enterprise Linux 4 (32-bit)
lnx555,poweredOn,2,4,2,2,48,Red Hat Enterprise Linux 3 (32-bit)
lnx557,poweredOn,1,2,2,2,46,Red Hat Enterprise Linux 3 (32-bit)
lnx564,poweredOn,8,32,2,2,261,Red Hat Enterprise Linux 3 (32-bit)
lnx578,poweredOn,4,8,1,2,233,
lnx584,poweredOn,8,32,2,2,261,Red Hat Enterprise Linux 3 (32-bit)
lnx586,poweredOn,3,6,2,4,106,Red Hat Enterprise Linux 5 (32-bit)
lnx599,poweredOn,2,4,2,12,514,Red Hat Enterprise Linux 5 (64-bit)
lnx608,poweredOn,1,4,2,4,119,Red Hat Enterprise Linux 4 (32-bit)
lnx609_retire_pending,poweredOff,1,2,2,2,352,Other Linux (32-bit)
lnx632,poweredOn,2,2,2,2,82,Red Hat Enterprise Linux 4 (32-bit)
lnx633,poweredOn,4,16,2,2,61,Red Hat Enterprise Linux 4 (64-bit)
lnx634,poweredOn,4,16,2,2,61,Red Hat Enterprise Linux 4 (64-bit)
lnx659,poweredOn,1,4,2,2,49,Red Hat Enterprise Linux 5 (64-bit)
lnx660,poweredOn,2,8,2,3,213,Red Hat Enterprise Linux 5 (64-bit)
lnx662,poweredOn,2,4,2,2,149,Red Hat Enterprise Linux 5 (64-bit)
lnx663,poweredOn,2,4,2,2,149,Red Hat Enterprise Linux 5 (64-bit)
lnx681,poweredOn,4,24,2,8,264,Red Hat Enterprise Linux 5 (64-bit)
lnx690,poweredOn,1,4,2,2,59,Red Hat Enterprise Linux 5 (64-bit)
lnx692,poweredOn,8,16,2,6,210,Red Hat Enterprise Linux 5 (64-bit)
lnx694,poweredOn,2,2,2,3,327,Red Hat Enterprise Linux 5 (32-bit)
lnx695,poweredOn,1,2,2,5,377,Red Hat Enterprise Linux 5 (32-bit)
lnx723,poweredOn,2,16,2,3,226,Red Hat Enterprise Linux 5 (32-bit)
lnx724,poweredOn,2,16,2,3,226,Red Hat Enterprise Linux 5 (32-bit)
lnx729,poweredOn,4,8,2,2,63,Red Hat Enterprise Linux 5 (64-bit)
lnx730,poweredOn,4,8,2,2,63,Red Hat Enterprise Linux 5 (64-bit)
lnx731,poweredOn,4,8,2,2,63,Red Hat Enterprise Linux 5 (64-bit)
lnx732,poweredOn,4,8,2,2,63,Red Hat Enterprise Linux 5 (64-bit)
lnx734,poweredOn,2,4,2,2,59,Red Hat Enterprise Linux 5 (32-bit)
lnx735,poweredOn,2,4,2,2,59,Red Hat Enterprise Linux 5 (32-bit)
lnx736,poweredOn,2,8,2,10,298,Red Hat Enterprise Linux 5 (64-bit)
lnx737,poweredOn,2,8,2,10,298,Red Hat Enterprise Linux 5 (64-bit)
lnx738,poweredOn,24,32,2,15,594,Red Hat Enterprise Linux 5 (64-bit)
lnx742,poweredOn,4,24,2,11,614,Red Hat Enterprise Linux 5 (64-bit)
lnx743,poweredOn,2,12,2,18,712,Red Hat Enterprise Linux 5 (64-bit)
lnx745,poweredOn,2,8,2,4,293,Red Hat Enterprise Linux 5 (32-bit)
lnx746,poweredOn,2,4,2,4,89,Red Hat Enterprise Linux 5 (32-bit)
lnx747,poweredOn,2,4,2,4,89,Red Hat Enterprise Linux 5 (32-bit)
lnx748,poweredOn,2,4,2,5,94,Red Hat Enterprise Linux 5 (32-bit)
lnx749,poweredOn,2,4,2,5,94,Red Hat Enterprise Linux 5 (32-bit)
lnx751,poweredOn,4,8,2,2,63,Red Hat Enterprise Linux 5 (64-bit)
lnx755,poweredOn,1,6,2,2,81,Red Hat Enterprise Linux 5 (32-bit)
lnx756,poweredOn,2,6,2,2,81,Red Hat Enterprise Linux 5 (32-bit)
lnx761,poweredOn,1,8,2,2,53,Red Hat Enterprise Linux 5 (32-bit)
lnx762,poweredOn,2,16,2,2,61,Red Hat Enterprise Linux 5 (32-bit)
lnx766,poweredOn,2,10,2,4,135,Red Hat Enterprise Linux 5 (32-bit)
lnx767,poweredOn,2,16,2,3,81,Red Hat Enterprise Linux 5 (32-bit)
lnx770,poweredOn,2,10,2,4,125,Red Hat Enterprise Linux 5 (32-bit)
lnx771,poweredOn,2,24,2,5,749,Red Hat Enterprise Linux 5 (64-bit)
lnx772,poweredOn,2,32,2,3,737,Red Hat Enterprise Linux 5 (64-bit)
lnx773,poweredOn,8,32,2,7,"1,937",Red Hat Enterprise Linux 5 (64-bit)
lnx775,poweredOn,2,8,2,4,413,Red Hat Enterprise Linux 5 (32-bit)
lnx776,poweredOn,2,6,2,3,191,Red Hat Enterprise Linux 5 (32-bit)
lnx777,poweredOn,2,4,2,3,84,Red Hat Enterprise Linux 5 (32-bit)
lnx795,poweredOn,2,4,2,4,269,Red Hat Enterprise Linux 5 (64-bit)
lnx797,poweredOn,1,8,3,6,373,Red Hat Enterprise Linux 5 (64-bit)
lnx798,poweredOn,1,8,3,6,373,Red Hat Enterprise Linux 5 (64-bit)
lnx807,poweredOn,2,2,2,2,227,Red Hat Enterprise Linux 5 (64-bit)
lnx808,poweredOn,2,16,2,2,141,Red Hat Enterprise Linux 5 (64-bit)
lnx809,poweredOn,2,16,2,2,141,Red Hat Enterprise Linux 5 (64-bit)
lnx812,poweredOn,2,8,2,2,133,Red Hat Enterprise Linux 5 (32-bit)
lnx822,poweredOn,2,12,2,5,222,Red Hat Enterprise Linux 5 (32-bit)
lnx824,poweredOn,2,8,2,3,633,Red Hat Enterprise Linux 5 (64-bit)
lnx825,poweredOn,2,10,2,4,155,Red Hat Enterprise Linux 5 (32-bit)
lnx826,poweredOn,4,16,2,4,161,Red Hat Enterprise Linux 5 (32-bit)
lnx829,poweredOn,1,4,2,3,104,Red Hat Enterprise Linux 5 (64-bit)
lnx830,poweredOn,1,4,2,3,109,Red Hat Enterprise Linux 5 (64-bit)
lnx831,poweredOn,2,8,2,3,113,Red Hat Enterprise Linux 5 (64-bit)
lnx832,poweredOn,2,4,2,2,129,Red Hat Enterprise Linux 5 (32-bit)
lnx833,poweredOn,4,12,2,3,187,Red Hat Enterprise Linux 5 (64-bit)
lnx835,poweredOn,4,8,2,4,708,
lnx836,poweredOn,2,5,2,3,120,Red Hat Enterprise Linux 5 (64-bit)
lnx843,poweredOn,2,8,2,2,108,Red Hat Enterprise Linux 5 (64-bit)
lnx846,poweredOn,2,4,2,4,134,Red Hat Enterprise Linux 5 (64-bit)
lnx849,poweredOn,2,8,2,2,108,Red Hat Enterprise Linux 5 (64-bit)
lnx850,poweredOn,2,4,2,3,159,Red Hat Enterprise Linux 5 (64-bit)
lnx851,poweredOn,2,4,2,3,169,Red Hat Enterprise Linux 5 (64-bit)
